order_id,user_id,amount,ts
101161,9744,53.14,2024-01-01T19:21:00Z
101162,6784,72.76,2024-01-01T19:22:00Z
101163,6346,123.1,2024-01-01T19:23:00Z
101164,1661,113.29,2024-01-01T19:24:00Z
101165,2380,27.03,2024-01-01T19:25:00Z
101166,6138,352.86,2024-01-01T19:26:00Z
101167,6710,59.12,2024-01-01T19:27:00Z
101168,2008,29.49,2024-01-01T19:28:00Z
101169,385,148.52,2024-01-01T19:29:00Z
101170,2215,437.03,2024-01-01T19:30:00Z
101171,1667,282.57,2024-01-01T19:31:00Z
101172,5250,484.73,2024-01-01T19:32:00Z
101173,7359,61.55,2024-01-01T19:33:00Z
101174,277,172.01,2024-01-01T19:34:00Z
101175,1160,349.5,2024-01-01T19:35:00Z
101176,2832,300.12,2024-01-01T19:36:00Z
101177,9639,435.91,2024-01-01T19:37:00Z
101178,346,247.11,2024-01-01T19:38:00Z
101179,7523,15.28,2024-01-01T19:39:00Z
101180,1238,11.32,2024-01-01T19:40:00Z
101181,2040,183.32,2024-01-01T19:41:00Z
101182,631,171.53,2024-01-01T19:42:00Z
101183,7122,89.85,2024-01-01T19:43:00Z
101184,6358,80.09,2024-01-01T19:44:00Z
101185,5657,352.8,2024-01-01T19:45:00Z
101186,660,499.44,2024-01-01T19:46:00Z
101187,9343,57.98,2024-01-01T19:47:00Z
101188,555,381.18,2024-01-01T19:48:00Z
101189,2652,12.0,2024-01-01T19:49:00Z
101190,1719,10.3,2024-01-01T19:50:00Z
101191,6744,118.66,2024-01-01T19:51:00Z
101192,8521,279.23,2024-01-01T19:52:00Z
101193,1918,123.89,2024-01-01T19:53:00Z
101194,4243,88.8,2024-01-01T19:54:00Z
101195,93,363.01,2024-01-01T19:55:00Z
101196,4388,230.55,2024-01-01T19:56:00Z
101197,581,140.1,2024-01-01T19:57:00Z
101198,5675,334.19,2024-01-01T19:58:00Z
101199,8098,429.97,2024-01-01T19:59:00Z
101200,7144,432.25,2024-01-01T20:00:00Z
101201,5374,396.06,2024-01-01T20:01:00Z
101202,2558,298.12,2024-01-01T20:02:00Z
101203,3910,308.32,2024-01-01T20:03:00Z
101204,1911,211.86,2024-01-01T20:04:00Z
101205,5721,479.26,2024-01-01T20:05:00Z
101206,3153,311.2,2024-01-01T20:06:00Z
101207,9912,406.6,2024-01-01T20:07:00Z
101208,7902,267.14,2024-01-01T20:08:00Z
101209,2965,490.41,2024-01-01T20:09:00Z
101210,7674,237.55,2024-01-01T20:10:00Z
101211,2592,277.56,2024-01-01T20:11:00Z
101212,3331,64.82,2024-01-01T20:12:00Z
101213,7535,314.25,2024-01-01T20:13:00Z
101214,8570,80.81,2024-01-01T20:14:00Z
101215,1101,111.25,2024-01-01T20:15:00Z
101216,7390,360.63,2024-01-01T20:16:00Z
101217,723,19.94,2024-01-01T20:17:00Z
101218,24,471.23,2024-01-01T20:18:00Z
101219,832,158.19,2024-01-01T20:19:00Z
101220,2205,204.88,2024-01-01T20:20:00Z
101221,6063,84.78,2024-01-01T20:21:00Z
101222,9666,71.7,2024-01-01T20:22:00Z
101223,8838,480.06,2024-01-01T20:23:00Z
101224,5117,273.69,2024-01-01T20:24:00Z
101225,1941,449.21,2024-01-01T20:25:00Z
101226,1855,415.16,2024-01-01T20:26:00Z
101227,3060,403.86,2024-01-01T20:27:00Z
101228,4490,230.18,2024-01-01T20:28:00Z
101229,3710,407.66,2024-01-01T20:29:00Z
101230,6622,200.38,2024-01-01T20:30:00Z
101231,9547,414.59,2024-01-01T20:31:00Z
101232,854,417.23,2024-01-01T20:32:00Z
101233,5527,308.15,2024-01-01T20:33:00Z
101234,1544,210.75,2024-01-01T20:34:00Z
101235,9765,451.22,2024-01-01T20:35:00Z
101236,9775,57.45,2024-01-01T20:36:00Z
101237,2018,495.42,2024-01-01T20:37:00Z
101238,5683,191.15,2024-01-01T20:38:00Z
101239,7535,160.46,2024-01-01T20:39:00Z
101240,1060,435.52,2024-01-01T20:40:00Z
101241,7095,453.26,2024-01-01T20:41:00Z
101242,3970,308.61,2024-01-01T20:42:00Z
101243,6498,283.69,2024-01-01T20:43:00Z
101244,7241,117.06,2024-01-01T20:44:00Z
101245,1988,190.12,2024-01-01T20:45:00Z
101246,4012,461.33,2024-01-01T20:46:00Z
101247,631,324.81,2024-01-01T20:47:00Z
101248,5486,329.66,2024-01-01T20:48:00Z
101249,3179,160.42,2024-01-01T20:49:00Z
101250,4589,203.41,2024-01-01T20:50:00Z
101251,8120,384.98,2024-01-01T20:51:00Z
101252,108,316.42,2024-01-01T20:52:00Z
101253,774,454.24,2024-01-01T20:53:00Z
101254,1034,258.35,2024-01-01T20:54:00Z
101255,269,135.08,2024-01-01T20:55:00Z
101256,5074,442.99,2024-01-01T20:56:00Z
101257,6853,253.12,2024-01-01T20:57:00Z
101258,6941,304.73,2024-01-01T20:58:00Z
101259,7611,306.63,2024-01-01T20:59:00Z
101260,1155,479.06,2024-01-01T21:00:00Z
101261,7390,415.15,2024-01-01T21:01:00Z
101262,5643,386.53,2024-01-01T21:02:00Z
101263,9342,93.4,2024-01-01T21:03:00Z
101264,4815,221.56,2024-01-01T21:04:00Z
101265,7249,76.05,2024-01-01T21:05:00Z
101266,8343,460.15,2024-01-01T21:06:00Z
101267,1162,217.57,2024-01-01T21:07:00Z
101268,2372,150.18,2024-01-01T21:08:00Z
101269,5776,82.09,2024-01-01T21:09:00Z
101270,5069,278.89,2024-01-01T21:10:00Z
101271,9185,428.36,2024-01-01T21:11:00Z
101272,9385,92.29,2024-01-01T21:12:00Z
101273,5777,157.8,2024-01-01T21:13:00Z
101274,8825,447.58,2024-01-01T21:14:00Z
101275,3337,363.27,2024-01-01T21:15:00Z
101276,8601,178.74,2024-01-01T21:16:00Z
101277,2234,101.93,2024-01-01T21:17:00Z
101278,3913,289.23,2024-01-01T21:18:00Z
101279,2937,166.29,2024-01-01T21:19:00Z
101280,7326,459.59,2024-01-01T21:20:00Z
101281,430,337.91,2024-01-01T21:21:00Z
101282,2419,252.12,2024-01-01T21:22:00Z
101283,6561,106.47,2024-01-01T21:23:00Z
101284,4400,405.36,2024-01-01T21:24:00Z
101285,1591,295.48,2024-01-01T21:25:00Z
101286,4375,256.06,2024-01-01T21:26:00Z
101287,4428,70.75,2024-01-01T21:27:00Z
101288,405,176.09,2024-01-01T21:28:00Z
101289,4202,285.04,2024-01-01T21:29:00Z
101290,4540,309.07,2024-01-01T21:30:00Z
101291,785,66.46,2024-01-01T21:31:00Z
101292,7967,216.9,2024-01-01T21:32:00Z
101293,8884,313.42,2024-01-01T21:33:00Z
101294,1166,37.95,2024-01-01T21:34:00Z
101295,3328,163.22,2024-01-01T21:35:00Z
101296,1884,82.28,2024-01-01T21:36:00Z
101297,8764,377.14,2024-01-01T21:37:00Z
101298,126,83.85,2024-01-01T21:38:00Z
101299,7654,42.85,2024-01-01T21:39:00Z
101300,509,188.91,2024-01-01T21:40:00Z
101301,9714,160.68,2024-01-01T21:41:00Z
101302,9656,137.38,2024-01-01T21:42:00Z
101303,5327,280.02,2024-01-01T21:43:00Z
101304,3294,169.15,2024-01-01T21:44:00Z
101305,5336,233.35,2024-01-01T21:45:00Z
101306,2808,192.05,2024-01-01T21:46:00Z
101307,5720,421.0,2024-01-01T21:47:00Z
101308,5861,321.6,2024-01-01T21:48:00Z
101309,2177,216.1,2024-01-01T21:49:00Z
101310,2086,209.25,2024-01-01T21:50:00Z
101311,1285,219.04,2024-01-01T21:51:00Z
101312,182,376.97,2024-01-01T21:52:00Z
101313,719,303.18,2024-01-01T21:53:00Z
101314,3129,379.45,2024-01-01T21:54:00Z
101315,3735,416.72,2024-01-01T21:55:00Z
101316,6941,41.97,2024-01-01T21:56:00Z
101317,7832,55.35,2024-01-01T21:57:00Z
101318,4993,250.69,2024-01-01T21:58:00Z
101319,1791,161.78,2024-01-01T21:59:00Z
101320,726,131.57,2024-01-01T22:00:00Z
101321,9114,354.66,2024-01-01T22:01:00Z
101322,7138,378.26,2024-01-01T22:02:00Z
101323,6250,395.5,2024-01-01T22:03:00Z
101324,3234,35.62,2024-01-01T22:04:00Z
101325,2412,150.27,2024-01-01T22:05:00Z
101326,3987,212.17,2024-01-01T22:06:00Z
101327,5945,332.55,2024-01-01T22:07:00Z
101328,1109,69.13,2024-01-01T22:08:00Z
101329,8784,318.7,2024-01-01T22:09:00Z
101330,9224,465.57,2024-01-01T22:10:00Z
101331,8704,474.93,2024-01-01T22:11:00Z
101332,3416,210.64,2024-01-01T22:12:00Z
101333,1487,498.4,2024-01-01T22:13:00Z
101334,3942,324.1,2024-01-01T22:14:00Z
101335,6727,355.46,2024-01-01T22:15:00Z
101336,6421,86.35,2024-01-01T22:16:00Z
101337,4130,472.68,2024-01-01T22:17:00Z
101338,3475,239.71,2024-01-01T22:18:00Z
101339,870,54.17,2024-01-01T22:19:00Z
101340,4750,359.68,2024-01-01T22:20:00Z
101341,5468,198.64,2024-01-01T22:21:00Z
101342,3892,174.69,2024-01-01T22:22:00Z
101343,2877,373.03,2024-01-01T22:23:00Z
101344,1301,227.04,2024-01-01T22:24:00Z
101345,8823,296.09,2024-01-01T22:25:00Z
101346,5126,17.37,2024-01-01T22:26:00Z
101347,2197,412.51,2024-01-01T22:27:00Z
101348,8792,397.78,2024-01-01T22:28:00Z
101349,2768,147.59,2024-01-01T22:29:00Z
101350,1796,217.2,2024-01-01T22:30:00Z
101351,9781,417.38,2024-01-01T22:31:00Z
101352,5123,110.43,2024-01-01T22:32:00Z
101353,6161,362.51,2024-01-01T22:33:00Z
101354,7202,201.83,2024-01-01T22:34:00Z
101355,7846,424.68,2024-01-01T22:35:00Z
101356,548,301.25,2024-01-01T22:36:00Z
101357,8091,83.53,2024-01-01T22:37:00Z
101358,4694,392.96,2024-01-01T22:38:00Z
101359,6933,290.42,2024-01-01T22:39:00Z
101360,8362,353.15,2024-01-01T22:40:00Z
101361,8040,394.67,2024-01-01T22:41:00Z
101362,9024,329.23,2024-01-01T22:42:00Z
101363,1774,436.94,2024-01-01T22:43:00Z
101364,5762,51.19,2024-01-01T22:44:00Z
101365,9174,275.22,2024-01-01T22:45:00Z
101366,636,100.92,2024-01-01T22:46:00Z
101367,3040,278.16,2024-01-01T22:47:00Z
101368,8539,468.63,2024-01-01T22:48:00Z
101369,7959,137.02,2024-01-01T22:49:00Z
101370,1619,422.05,2024-01-01T22:50:00Z
101371,7995,18.49,2024-01-01T22:51:00Z
101372,5074,312.57,2024-01-01T22:52:00Z
101373,6516,335.34,2024-01-01T22:53:00Z
101374,2063,127.8,2024-01-01T22:54:00Z
101375,9525,425.13,2024-01-01T22:55:00Z
101376,7572,433.82,2024-01-01T22:56:00Z
101377,3869,488.16,2024-01-01T22:57:00Z
101378,6976,411.92,2024-01-01T22:58:00Z
101379,5980,132.56,2024-01-01T22:59:00Z
101380,5304,20.22,2024-01-01T23:00:00Z
101381,2476,452.35,2024-01-01T23:01:00Z
101382,2711,307.76,2024-01-01T23:02:00Z
101383,6661,495.42,2024-01-01T23:03:00Z
101384,1881,443.6,2024-01-01T23:04:00Z
101385,1608,205.36,2024-01-01T23:05:00Z
101386,3135,433.1,2024-01-01T23:06:00Z
101387,1773,286.58,2024-01-01T23:07:00Z
101388,7079,296.25,2024-01-01T23:08:00Z
101389,4963,391.26,2024-01-01T23:09:00Z
101390,9132,166.62,2024-01-01T23:10:00Z
101391,9502,308.92,2024-01-01T23:11:00Z
101392,423,419.51,2024-01-01T23:12:00Z
101393,2103,34.26,2024-01-01T23:13:00Z
101394,9495,264.33,2024-01-01T23:14:00Z
101395,5424,476.38,2024-01-01T23:15:00Z
101396,6076,287.17,2024-01-01T23:16:00Z
101397,4255,10.57,2024-01-01T23:17:00Z
101398,7788,26.37,2024-01-01T23:18:00Z
101399,271,167.09,2024-01-01T23:19:00Z
101400,2537,174.76,2024-01-01T23:20:00Z
101401,6718,292.11,2024-01-01T23:21:00Z
101402,8051,324.54,2024-01-01T23:22:00Z
101403,9964,218.7,2024-01-01T23:23:00Z
101404,1504,212.36,2024-01-01T23:24:00Z
101405,4551,186.7,2024-01-01T23:25:00Z
101406,8839,358.07,2024-01-01T23:26:00Z
101407,9496,206.36,2024-01-01T23:27:00Z
101408,8591,248.38,2024-01-01T23:28:00Z
101409,646,291.5,2024-01-01T23:29:00Z
101410,6914,351.69,2024-01-01T23:30:00Z
101411,4072,258.47,2024-01-01T23:31:00Z
101412,8833,150.08,2024-01-01T23:32:00Z
101413,549,70.65,2024-01-01T23:33:00Z
101414,9692,392.95,2024-01-01T23:34:00Z
101415,9276,453.51,2024-01-01T23:35:00Z
101416,8772,251.36,2024-01-01T23:36:00Z
101417,6426,466.76,2024-01-01T23:37:00Z
101418,3697,362.24,2024-01-01T23:38:00Z
101419,211,190.68,2024-01-01T23:39:00Z
101420,7801,34.61,2024-01-01T23:40:00Z
101421,3036,173.01,2024-01-01T23:41:00Z
101422,8177,401.03,2024-01-01T23:42:00Z
101423,8048,310.41,2024-01-01T23:43:00Z
101424,5573,274.21,2024-01-01T23:44:00Z
101425,9493,295.47,2024-01-01T23:45:00Z
101426,693,67.07,2024-01-01T23:46:00Z
101427,5367,12.87,2024-01-01T23:47:00Z
101428,8067,302.81,2024-01-01T23:48:00Z
101429,1532,130.11,2024-01-01T23:49:00Z
101430,8681,471.67,2024-01-01T23:50:00Z
101431,3773,273.8,2024-01-01T23:51:00Z
101432,4031,398.84,2024-01-01T23:52:00Z
101433,179,434.99,2024-01-01T23:53:00Z
101434,4370,55.29,2024-01-01T23:54:00Z
101435,4473,282.94,2024-01-01T23:55:00Z
101436,2699,229.25,2024-01-01T23:56:00Z
101437,8034,23.62,2024-01-01T23:57:00Z
101438,7992,267.23,2024-01-01T23:58:00Z
101439,6659,40.38,2024-01-01T23:59:00Z
101440,1914,28.75,2024-01-02T00:00:00Z
101441,6372,370.42,2024-01-02T00:01:00Z
101442,3912,215.94,2024-01-02T00:02:00Z
101443,1620,448.48,2024-01-02T00:03:00Z
101444,4408,299.07,2024-01-02T00:04:00Z
101445,8184,326.93,2024-01-02T00:05:00Z
101446,9991,329.84,2024-01-02T00:06:00Z
101447,6686,127.96,2024-01-02T00:07:00Z
101448,7903,57.71,2024-01-02T00:08:00Z
101449,8711,154.38,2024-01-02T00:09:00Z
101450,8595,174.61,2024-01-02T00:10:00Z
101451,3317,475.35,2024-01-02T00:11:00Z
101452,8067,114.37,2024-01-02T00:12:00Z
101453,7572,459.6,2024-01-02T00:13:00Z
101454,6489,169.98,2024-01-02T00:14:00Z
101455,948,322.28,2024-01-02T00:15:00Z
101456,7437,299.98,2024-01-02T00:16:00Z
101457,7434,457.59,2024-01-02T00:17:00Z
101458,3636,399.68,2024-01-02T00:18:00Z
101459,9,472.34,2024-01-02T00:19:00Z
101460,2434,164.62,2024-01-02T00:20:00Z
101461,1493,215.28,2024-01-02T00:21:00Z
101462,8445,219.19,2024-01-02T00:22:00Z
101463,7941,121.61,2024-01-02T00:23:00Z
101464,4670,463.22,2024-01-02T00:24:00Z
101465,807,319.46,2024-01-02T00:25:00Z
101466,9115,394.93,2024-01-02T00:26:00Z
101467,6560,48.11,2024-01-02T00:27:00Z
101468,5586,484.51,2024-01-02T00:28:00Z
101469,3782,339.83,2024-01-02T00:29:00Z
101470,1755,367.22,2024-01-02T00:30:00Z
101471,5360,290.23,2024-01-02T00:31:00Z
101472,4180,308.06,2024-01-02T00:32:00Z
101473,7955,149.35,2024-01-02T00:33:00Z
101474,1701,196.29,2024-01-02T00:34:00Z
101475,318,273.92,2024-01-02T00:35:00Z
101476,8660,426.07,2024-01-02T00:36:00Z
101477,4110,394.08,2024-01-02T00:37:00Z
101478,6446,245.41,2024-01-02T00:38:00Z
101479,1019,228.27,2024-01-02T00:39:00Z
101480,5907,464.01,2024-01-02T00:40:00Z
101481,9384,47.23,2024-01-02T00:41:00Z
101482,6316,484.95,2024-01-02T00:42:00Z
101483,7357,411.99,2024-01-02T00:43:00Z
101484,9763,41.6,2024-01-02T00:44:00Z
101485,4997,124.38,2024-01-02T00:45:00Z
101486,1791,342.73,2024-01-02T00:46:00Z
101487,7585,277.7,2024-01-02T00:47:00Z
101488,3456,118.26,2024-01-02T00:48:00Z
101489,5110,196.62,2024-01-02T00:49:00Z
101490,9081,77.74,2024-01-02T00:50:00Z
101491,3787,300.0,2024-01-02T00:51:00Z
101492,4054,291.43,2024-01-02T00:52:00Z
101493,6111,257.11,2024-01-02T00:53:00Z
101494,9768,124.85,2024-01-02T00:54:00Z
101495,2934,220.25,2024-01-02T00:55:00Z
101496,6362,245.54,2024-01-02T00:56:00Z
101497,1167,478.31,2024-01-02T00:57:00Z
101498,9083,337.43,2024-01-02T00:58:00Z
101499,8700,265.74,2024-01-02T00:59:00Z
101500,4146,112.66,2024-01-02T01:00:00Z
101501,2163,467.08,2024-01-02T01:01:00Z
101502,2266,18.36,2024-01-02T01:02:00Z
101503,4074,14.84,2024-01-02T01:03:00Z
101504,8684,323.9,2024-01-02T01:04:00Z
101505,1892,307.23,2024-01-02T01:05:00Z
101506,2884,16.92,2024-01-02T01:06:00Z
101507,5477,259.98,2024-01-02T01:07:00Z
101508,9993,26.34,2024-01-02T01:08:00Z
101509,3563,157.02,2024-01-02T01:09:00Z
101510,9806,208.78,2024-01-02T01:10:00Z
101511,7627,23.39,2024-01-02T01:11:00Z
101512,2382,74.56,2024-01-02T01:12:00Z
101513,959,234.83,2024-01-02T01:13:00Z
101514,1731,420.47,2024-01-02T01:14:00Z
101515,268,456.87,2024-01-02T01:15:00Z
101516,7378,79.64,2024-01-02T01:16:00Z
101517,1610,190.36,2024-01-02T01:17:00Z
101518,1462,116.01,2024-01-02T01:18:00Z
101519,9657,479.84,2024-01-02T01:19:00Z
101520,4593,251.18,2024-01-02T01:20:00Z
101521,8025,107.09,2024-01-02T01:21:00Z
101522,3878,421.12,2024-01-02T01:22:00Z
101523,7611,392.72,2024-01-02T01:23:00Z
101524,1543,185.62,2024-01-02T01:24:00Z
101525,7638,307.25,2024-01-02T01:25:00Z
101526,8822,81.87,2024-01-02T01:26:00Z
101527,6586,103.18,2024-01-02T01:27:00Z
101528,3942,476.43,2024-01-02T01:28:00Z
101529,3828,451.55,2024-01-02T01:29:00Z
101530,9301,12.98,2024-01-02T01:30:00Z
101531,7559,24.05,2024-01-02T01:31:00Z
101532,6916,231.81,2024-01-02T01:32:00Z
101533,7927,219.79,2024-01-02T01:33:00Z
101534,4902,231.89,2024-01-02T01:34:00Z
101535,8343,223.96,2024-01-02T01:35:00Z
101536,421,210.87,2024-01-02T01:36:00Z
101537,7960,390.2,2024-01-02T01:37:00Z
101538,1231,61.44,2024-01-02T01:38:00Z
101539,5550,246.82,2024-01-02T01:39:00Z
101540,1222,227.96,2024-01-02T01:40:00Z
101541,9039,404.37,2024-01-02T01:41:00Z
101542,1522,85.76,2024-01-02T01:42:00Z
101543,5259,26.73,2024-01-02T01:43:00Z
101544,3577,14.3,2024-01-02T01:44:00Z
101545,3966,335.36,2024-01-02T01:45:00Z
101546,6308,90.41,2024-01-02T01:46:00Z
101547,3445,441.82,2024-01-02T01:47:00Z
101548,2064,452.46,2024-01-02T01:48:00Z
101549,4757,470.7,2024-01-02T01:49:00Z
101550,338,257.89,2024-01-02T01:50:00Z
101551,3420,147.85,2024-01-02T01:51:00Z
101552,8604,347.77,2024-01-02T01:52:00Z
101553,7185,483.76,2024-01-02T01:53:00Z
101554,8319,139.53,2024-01-02T01:54:00Z
101555,68,17.28,2024-01-02T01:55:00Z
101556,6308,29.38,2024-01-02T01:56:00Z
101557,3921,466.46,2024-01-02T01:57:00Z
101558,222,361.39,2024-01-02T01:58:00Z
101559,6446,293.05,2024-01-02T01:59:00Z
101560,6195,220.65,2024-01-02T02:00:00Z
101561,7238,252.4,2024-01-02T02:01:00Z
101562,9074,111.83,2024-01-02T02:02:00Z
101563,6720,60.32,2024-01-02T02:03:00Z
101564,6498,17.57,2024-01-02T02:04:00Z
101565,3527,427.98,2024-01-02T02:05:00Z
101566,693,72.09,2024-01-02T02:06:00Z
101567,537,426.62,2024-01-02T02:07:00Z
101568,3013,86.22,2024-01-02T02:08:00Z
101569,1008,364.08,2024-01-02T02:09:00Z
101570,9999,479.14,2024-01-02T02:10:00Z
101571,7130,255.17,2024-01-02T02:11:00Z
101572,3977,459.53,2024-01-02T02:12:00Z
101573,418,106.6,2024-01-02T02:13:00Z
101574,4797,230.14,2024-01-02T02:14:00Z
101575,7641,450.85,2024-01-02T02:15:00Z
101576,1417,210.85,2024-01-02T02:16:00Z
101577,7256,309.2,2024-01-02T02:17:00Z
101578,8981,24.3,2024-01-02T02:18:00Z
101579,3271,279.33,2024-01-02T02:19:00Z
101580,6229,29.45,2024-01-02T02:20:00Z
101581,8233,360.91,2024-01-02T02:21:00Z
101582,4563,228.76,2024-01-02T02:22:00Z
101583,8338,444.81,2024-01-02T02:23:00Z
101584,8484,265.23,2024-01-02T02:24:00Z
101585,9267,318.78,2024-01-02T02:25:00Z
101586,6973,427.6,2024-01-02T02:26:00Z
101587,5963,436.58,2024-01-02T02:27:00Z
101588,3753,183.85,2024-01-02T02:28:00Z
101589,5887,453.42,2024-01-02T02:29:00Z
101590,2768,125.64,2024-01-02T02:30:00Z
101591,5780,448.92,2024-01-02T02:31:00Z
101592,4544,287.93,2024-01-02T02:32:00Z
101593,10000,268.72,2024-01-02T02:33:00Z
101594,7320,346.2,2024-01-02T02:34:00Z
101595,272,281.72,2024-01-02T02:35:00Z
101596,611,399.38,2024-01-02T02:36:00Z
101597,6678,414.56,2024-01-02T02:37:00Z
101598,2622,353.11,2024-01-02T02:38:00Z
101599,6230,386.08,2024-01-02T02:39:00Z
101600,7418,478.5,2024-01-02T02:40:00Z
101601,9983,146.5,2024-01-02T02:41:00Z
101602,1468,188.65,2024-01-02T02:42:00Z
101603,2716,440.47,2024-01-02T02:43:00Z
101604,8451,425.02,2024-01-02T02:44:00Z
101605,5816,426.18,2024-01-02T02:45:00Z
101606,7325,143.25,2024-01-02T02:46:00Z
101607,5882,110.15,2024-01-02T02:47:00Z
101608,2890,418.01,2024-01-02T02:48:00Z
101609,564,351.2,2024-01-02T02:49:00Z
101610,3904,62.08,2024-01-02T02:50:00Z
101611,7622,364.75,2024-01-02T02:51:00Z
101612,8654,363.28,2024-01-02T02:52:00Z
101613,40,240.41,2024-01-02T02:53:00Z
101614,919,152.1,2024-01-02T02:54:00Z
101615,1244,421.74,2024-01-02T02:55:00Z
101616,762,18.94,2024-01-02T02:56:00Z
101617,6474,160.01,2024-01-02T02:57:00Z
101618,370,480.16,2024-01-02T02:58:00Z
101619,9931,419.03,2024-01-02T02:59:00Z
101620,4475,460.68,2024-01-02T03:00:00Z
101621,3858,47.63,2024-01-02T03:01:00Z
101622,8099,72.72,2024-01-02T03:02:00Z
101623,7118,317.01,2024-01-02T03:03:00Z
101624,1403,311.87,2024-01-02T03:04:00Z
101625,9276,411.97,2024-01-02T03:05:00Z
101626,4545,316.52,2024-01-02T03:06:00Z
101627,2445,107.8,2024-01-02T03:07:00Z
101628,3810,114.31,2024-01-02T03:08:00Z
101629,6414,146.03,2024-01-02T03:09:00Z
101630,1128,262.55,2024-01-02T03:10:00Z
101631,6817,330.02,2024-01-02T03:11:00Z
101632,8098,240.1,2024-01-02T03:12:00Z
101633,7745,115.56,2024-01-02T03:13:00Z
101634,4868,433.25,2024-01-02T03:14:00Z
101635,1248,457.33,2024-01-02T03:15:00Z
101636,7469,80.98,2024-01-02T03:16:00Z
101637,2582,89.18,2024-01-02T03:17:00Z
101638,4075,50.6,2024-01-02T03:18:00Z
101639,4736,452.77,2024-01-02T03:19:00Z
101640,8238,319.28,2024-01-02T03:20:00Z
101641,7732,287.41,2024-01-02T03:21:00Z
101642,5141,407.78,2024-01-02T03:22:00Z
101643,9317,319.51,2024-01-02T03:23:00Z
101644,2637,301.5,2024-01-02T03:24:00Z
101645,4856,459.57,2024-01-02T03:25:00Z
101646,9618,25.23,2024-01-02T03:26:00Z
101647,9895,57.12,2024-01-02T03:27:00Z
101648,6378,305.68,2024-01-02T03:28:00Z
101649,8887,464.64,2024-01-02T03:29:00Z
101650,3888,168.33,2024-01-02T03:30:00Z
101651,5992,79.31,2024-01-02T03:31:00Z
101652,8288,367.75,2024-01-02T03:32:00Z
101653,1648,321.86,2024-01-02T03:33:00Z
101654,3359,310.26,2024-01-02T03:34:00Z
101655,8432,151.24,2024-01-02T03:35:00Z
101656,9769,159.99,2024-01-02T03:36:00Z
101657,7279,240.6,2024-01-02T03:37:00Z
101658,1108,440.37,2024-01-02T03:38:00Z
101659,6375,359.67,2024-01-02T03:39:00Z
101660,8145,337.11,2024-01-02T03:40:00Z
101661,6953,155.33,2024-01-02T03:41:00Z
101662,7831,57.03,2024-01-02T03:42:00Z
101663,6737,276.64,2024-01-02T03:43:00Z
101664,6835,142.67,2024-01-02T03:44:00Z
101665,9118,337.93,2024-01-02T03:45:00Z
101666,373,218.45,2024-01-02T03:46:00Z
101667,3705,219.21,2024-01-02T03:47:00Z
101668,1636,386.64,2024-01-02T03:48:00Z
101669,4370,357.26,2024-01-02T03:49:00Z
101670,5361,137.13,2024-01-02T03:50:00Z
101671,348,355.68,2024-01-02T03:51:00Z
101672,6472,196.52,2024-01-02T03:52:00Z
101673,3613,327.54,2024-01-02T03:53:00Z
101674,6737,335.27,2024-01-02T03:54:00Z
101675,2266,110.23,2024-01-02T03:55:00Z
101676,2762,89.25,2024-01-02T03:56:00Z
101677,3325,474.84,2024-01-02T03:57:00Z
101678,1523,50.99,2024-01-02T03:58:00Z
101679,3177,337.47,2024-01-02T03:59:00Z
101680,96,267.23,2024-01-02T04:00:00Z
101681,2575,130.95,2024-01-02T04:01:00Z
101682,6869,463.8,2024-01-02T04:02:00Z
101683,1054,57.05,2024-01-02T04:03:00Z
101684,780,292.33,2024-01-02T04:04:00Z
101685,5032,346.36,2024-01-02T04:05:00Z
101686,1002,496.27,2024-01-02T04:06:00Z
101687,8483,471.17,2024-01-02T04:07:00Z
101688,5365,195.91,2024-01-02T04:08:00Z
101689,182,249.68,2024-01-02T04:09:00Z
101690,2219,352.35,2024-01-02T04:10:00Z
101691,9908,182.21,2024-01-02T04:11:00Z
101692,3112,295.79,2024-01-02T04:12:00Z
101693,5645,126.95,2024-01-02T04:13:00Z
101694,7618,361.65,2024-01-02T04:14:00Z
101695,3893,315.13,2024-01-02T04:15:00Z
101696,323,287.04,2024-01-02T04:16:00Z
101697,1986,83.91,2024-01-02T04:17:00Z
101698,8378,465.36,2024-01-02T04:18:00Z
101699,5595,436.09,2024-01-02T04:19:00Z
101700,3537,114.58,2024-01-02T04:20:00Z
101701,2734,457.18,2024-01-02T04:21:00Z
101702,6120,481.36,2024-01-02T04:22:00Z
101703,9489,165.95,2024-01-02T04:23:00Z
101704,6727,410.01,2024-01-02T04:24:00Z
101705,3556,175.32,2024-01-02T04:25:00Z
101706,5151,230.09,2024-01-02T04:26:00Z
101707,3575,102.14,2024-01-02T04:27:00Z
101708,988,39.87,2024-01-02T04:28:00Z
101709,8738,490.25,2024-01-02T04:29:00Z
101710,704,423.16,2024-01-02T04:30:00Z
101711,5755,269.18,2024-01-02T04:31:00Z
101712,5395,392.39,2024-01-02T04:32:00Z
101713,5862,491.03,2024-01-02T04:33:00Z
101714,3572,364.7,2024-01-02T04:34:00Z
101715,4681,238.17,2024-01-02T04:35:00Z
101716,9118,391.83,2024-01-02T04:36:00Z
101717,9167,155.75,2024-01-02T04:37:00Z
101718,1417,415.71,2024-01-02T04:38:00Z
101719,485,47.17,2024-01-02T04:39:00Z
101720,2777,316.3,2024-01-02T04:40:00Z
101721,5120,275.08,2024-01-02T04:41:00Z
